Name;IPS10   ;IPS11   ;IPS299  ;IPS12   ;IPS13   ;IPS18   ;IPS25   ;IPS32   ;IPS34   ;IPS38   ;IPS43   ;IPS307  ;IPS306  ;PMP     ;UTL11   ;CES275  ;CES277  ;CES278  ;CES275R  ;CES277R  ;CES278 R ;CES002  ;CES003  ;CES006  ;CES011  ;CES015  ;CES017  ;CES033  ;CES046  ;CES048  ;CES049  ;CES053  ;CES088  ;CES140  ;LHEL    ;LHELX   ;LHEM    ;LHNAG   ;LHUR    ;LHU680  ;LHU5    ;LHU14   ;LHU15   ;LHU26   ;LHU27   ;CES151  ;CES155  ;HSBR    ;HSFR    ;HSNE    ;HSMW    ;HSSOU   ;HSWST   ;FYFF    ;FYGM3   ;FYGM6   ;FYGT1   ;FYGT5   ;FYGT10  ;FYAAAC  ;FYBAAC  ;Sfygm6;Sfygt1;Sfygt10;sFYAAAC  ;sFYBAAC  ;FM1     ;MZMSL;FM2;FMFBA   ;FMRRA   ;FMRNBA  ;BUSLOANS;CCINRV  ;PI071   ;PI072   ;PI073   ;PI074   ;CPIAUCSL;CPILFESL;PCEPILFE;PWFSA   ;PWFCSA  ;PWIMSA  ;PWCMSA  ;PWCMSAR ;PSCCOM  ;PSCCOMR ;PW561   ;PW561R   ;PMCP    ;EXRUS   ;EXRSW   ;EXRJAN  ;EXRUK   ;EXRCAN  ;FSPCOM  ;FSPIN   ;FSDXP   ;FSPXE   ;FSDJ    ;HHSNTN  ;PMI     ;PMNO    ;PMDEL   ;PMNV    ;MOCMQ   ;MSONDQ  
4\1\1999;98,2927;99,1317;98,7581;96,3903;94,8748;97,0299;104,7577;97,1385;92,7531;104,8592;98,6279;92,7373;95,0253;57,2;80,5382;14,58;16,61;13,75;14,99521757;17,08302908;14,14158036;108135;24424;521;6480;17343;10833;6510;103948;25655;5867,9;14908,8;7625;20237;88;1,087;132955;129615;4,3;13,3;2781;1848;1480;782;698;40,7;4,7;1600;1553;142;347;672;392;4,74;4,29;4,37;4,69;5,08;5,18;6,637273;7,479091;0,08;0,4;0,89;1,457273;2,299091;1101,9;4112,0;4461,5;528434;43710;43544;945,5;871540,2;97,231;102,059;95,758;96,917;165,900;176,300;98,067;132,1;130,8;121,9;91,3;93,09961557;223,6067;228,0142148;42,4;43,23574699;47,4;95,89;1,4971;119,77;160,89;1,4881;1334,758;1600,567;1,24;35,42;10415,73;97,4;52,3;54;49,5;46,8;151,459;44,636
5\1\1999;99,0124;99,9697;99,7275;97,3796;95,794;98,0491;106,0707;97,6924;93,5002;105,1831;99,5297;91,4361;94,7498;58,5;80,9082;14,65;16,73;13,8;15,05002979;17,18682583;14,17681987;108356;24445;515,3;6516;17333;10832;6501;104140;25706;5874,4;14939,6;7639;20229;89;1,138;133311;129937;4,2;13,4;2511;1789;1505;787;718;40,8;4,8;1640;1611;147;348;706;410;4,74;4,5;4,56;4,85;5,44;5,54;6,933;7,722;0,06;0,35;1,04;1,393;2,182;1102,6;4140,5;4480,5;533280;43987;43860;940,6;880945,3;97,342;101,846;95,803;97,129;166,000;176,500;98,175;132,3;131;122,2;96,8;98,59943978;224,5495;228,7237077;47,2;48,07741278;51,2;96,04;1,5078;122;161,54;1,4611;1332,074;1597,575;1,24;35,54;10853,87;97,6;54,3;57,8;52,1;43,6;152,06;45,996
6\1\1999;98,8303;99,3606;98,9096;96,3734;95,1777;96,8799;105,7443;98,0931;94,164;105,6798;99,1764;93,018;94,3356;61,6;80,2622;14,73;16,81;13,86;15,12553268;17,26138522;14,23217128;108579;24435;511,7;6547;17296;10818;6478;104416;25751;5881,2;14964,6;7655;20272;85;1,059;133378;129982;4,3;14,3;2521;1773;1624;812;812;40,8;4,9;1702;1559;166;353;681;359;4,76;4,57;4,82;5,1;5,81;5,9;7,233182;8,015;0,25;0,53;1,33;1,333182;2,115;1099,7;4171,9;4503,4;536777;42963;42818;948,2;883594,5;97,385;101,594;95,841;97,237;166,000;176,600;98,240;132,4;131,3;122,6;97;98,73778502;225,8323;229,8781555;48,8;49,6742671;54,2;96,99;1,5374;120,72;159,5;1,4695;1322,553;1594,341;1,25;34,62;10704,02;99,8;55,8;59,4;52,6;44,7;151,795;45,508
7\1\1999;99,4686;99,5324;98,861;95,8801;95,1239;96,2049;106,8675;99,37;96,2804;105,1189;99,6406;95,292;95,3223;58,1;80,2846;14,76;16,82;13,91;15,11923298;17,22936983;14,24854544;108803;24474;513,1;6571;17308;10837;6471;104668;25798;5896,6;14994,9;7670;20339;86;1,058;133414;130146;4,3;13,6;2643;1783;1513;781;732;40,8;4,8;1682;1669;179;329;733;428;4,99;4,55;4,58;5,03;5,68;5,79;7,190476;7,948095;0,03;0,48;1,24;1,400476;2,158095;1098,7;4195,1;4526,8;540188;41923;41614;952,2;890348,5;97,624;101,561;96,295;97,428;166,700;177,100;98,392;132,7;131,7;123,4;97,3;98,89015367;221,4371;225,0560005;53,7;54,57760794;55,5;97,33;1,5474;119,33;157,51;1,489;1380,99;1673,688;1,2;34,62;11052,22;99,2;53,6;54,6;54;44,9;151,246;48,043
8\1\1999;99,9997;100,3733;99,9889;97,2975;97,4841;97,2326;107,4397;99,473;96,5878;105,4522;100,4115;94,6147;95,7247;58,3;80,5465;14,78;16,83;13,93;15,1132471;17,20946879;14,24408201;108959;24466;511,9;6586;17286;10820;6466;104868;25840;5908,9;15018,8;7672;20375;86;1,092;133591;130366;4,2;13,1;2546;1824;1455;748;706;40,8;4,9;1671;1648;180;337;735;396;5,07;4,72;4,87;5,2;5,84;5,94;7,396364;8,154091;0,15;0,48;1,22;1,456364;2,214091;1099;4223,4;4547,5;544889;42310;41967;958,1;899252,8;97,795;101,44;96,64;97,576;167,100;177,300;98,431;133,5;132,7;124,1;102,4;104,0322663;227,3541;230,9781471;57,2;58,11177373;60,6;95,13;1,5093;113,23;160,58;1,4932;1327,489;1618,025;1,25;34,67;10935,47;98,4;54,8;57,5;51,4;46,2;154,086;48,349
9\1\1999;99,6563;99,8691;99,2974;96,5549;96,1682;96,7335;107,1026;99,347;96,1789;105,7468;100,0739;93,613;97,0345;59,9;79,9191;14,85;16,9;13,99;15,13051984;17,2192448;14,25427424;109132;24483;509,6;6613;17279;10821;6458;105053;25888;5919,1;15032,1;7664;20404;83;1,04;133707;130434;4,2;13,1;2611;1835;1449;739;709;41;4,9;1551;1635;136;357;757;385;5,22;4,68;4,88;5,25;5,8;5,92;7,395714;8,202381;0,2;0,57;1,24;1,475714;2,282381;1096,3;4236,3;4560,6;550177;41982;41644;964,6;902726,7;98,146;101,365;97,319;97,855;167,800;177,800;98,698;134,5;134;124,6;106,4;107,8036029;231,1014;234,1500334;65,5;66,36406006;65,8;94;1,5262;106,88;162,47;1,4771;1318,172;1624,129;1,27;31,99;10714,03;101,5;57;63,5;55,8;43,8;152,223;49,211
10\1\1999;101,0189;101,3138;100,869;98,4057;99,1348;98,1281;108,1824;100,5959;98,1258;106,62;101,6675;92,04;97,5185;59,7;80,8303;14,88;16,99;13,99;15,13856672;17,28523176;14,23310137;109487;24506;510,9;6640;17273;10820;6453;105438;25949;5923,9;15077,5;7669;20457;86;1,103;133993;130758;4,1;13,3;2536;1847;1438;713;724;40,9;4,9;1649;1608;138;389;719;362;5,2;4,86;4,98;5,43;6,03;6,11;7,554;8,378;0,12;0,57;1,25;1,444;2,268;1102,3;4263,4;4580,7;557609;41611;41330;971,7;908272,4;98,292;101,139;97,452;98,088;168,100;178,100;98,843;134,4;133,8;124,9;103,8;105,0150238;232,1229;234,8399988;60,9;61,6128608;68,8;92,81;1,4896;105,97;165,72;1,4776;1300,01;1598,373;1,28;31,67;10396,88;97,1;57,2;61,3;56,2;48;154,507;47,29
11\1\1999;101,5758;101,4104;100,7844;98,3258;98,3624;98,3402;108,2719;101,7752;99,5001;107,8786;102,3859;87,7251;96,2018;60,2;81,0401;14,9;17,01;14;15,1455087;17,29027536;14,23067931;109742;24560;511,5;6687;17281;10824;6457;105678;25991;5938,6;15091,3;7672;20496;85;1,102;134309;130989;4,1;12,9;2562;1775;1378;697;682;41;4,9;1672;1648;149;367;723;409;5,42;5,07;5,2;5,55;5,97;6,03;7,357619;8,149048;0,13;0,48;0,96;1,327619;2,119048;1111,8;4300,3;4606,3;571386;41812;41576;989,8;915335,1;98,379;100,985;97,373;98,31;168,400;178,400;98,937;134,9;134,4;125,4;109,7;110,8786399;230,7781;233,2576286;66,7;67,41663887;68,1;93,95;1,5543;104,65;162,05;1,4674;1391,003;1703,89;1,21;33,29;10809,8;101;58,1;63,1;56,8;49,7;153,316;46,78
12\1\1999;102,409;102,3024;101,6959;99,2861;98,3946;99,6887;109,4313;102,5277;100,5171;107,971;103,1371;90,0717;96,7566;60,6;81,2747;14,95;17,06;14,06;15,15581598;17,29486426;14,25356339;109992;24579;512,3;6709;17277;10829;6448;105953;26065;5949,2;15147,7;7675;20540;87;1,128;134523;131257;4;12,9;2642;1614;1375;696;680;40,8;4,8;1683;1708;152;377;790;389;5,3;5,2;5,44;5,84;6,19;6,28;7,546364;8,187273;0,24;0,64;1,08;1,266364;1,907273;1122,6;4335,2;4630,1;593842;42183;41862;990,2;921719,7;98,642;100,645;97,9;98,568;168,800;178,700;99,097;135,2;134,8;125,8;104,4;105,3513224;226,5386;228,602884;71;71,64697216;67,4;94,45;1,5841;102,58;161,32;1,4722;1428,684;1784,253;1,18;32,37;11246,36;101,1;57,8;60,3;56,7;49;155,183;50,359
1\1\2000;102,4391;102,028;101,1613;98,1737;100,5078;97,261;110,3086;102,967;102,1196;106,9843;103,2622;89,3065;93,5646;57,8;81,0167;15,01;17,11;14,13;15,16651847;17,28841646;14,27734217;110210;24636;511,3;6752;17292;10853;6439;106145;26115;5954,1;15181,4;7674;20571;89;1,169;136559;133863;4;13,1;2541;1749;1380;659;721;40,9;4,9;1727;1636;163;316;779;378;5,45;5,32;5,5;6,12;6,58;6,66;7,7805;8,3325;0,18;0,8;1,34;1,1205;1,6725;1121,9;4369,0;4656,4;591122;42497;42124;995,7;926743,4;98,968;100,588;98,041;99,069;169,300;179,300;99,391;135,2;134,7;126,4;106,8;107,4543973;227,9125;229,3089918;72,2;72,64239217;72,4;94,28;1,59026;105,296;164,04;1,4486;1425,585;1788,762;1,18;32,39;11281,26;108,6;56,7;60,4;55;52,8;157,674;50,243
2\1\2000;102,8757;102,5367;101,7751;98,8138;100,2202;98,2853;111,3003;103,3065;102,7916;106,8959;103,6121;93,4476;95,0319;59,1;80,9384;15,05;17,19;14,15;15,1615893;17,31745648;14,25491618;110303;24608;512,9;6730;17284;10849;6435;106294;26139;5956,3;15196,4;7674;20599;90;1,152;136598;133912;4,1;12,6;2604;1912;1300;671;629;41,1;5;1692;1737;171;384;748;434;5,73;5,55;5,72;6,22;6,68;6,52;7,677;8,287;0,17;0,67;0,97;1,157;1,767;1109,4;4380,0;4673,6;573000;41399;41291;1008,5;933651,2;99,264;100,328;98,68;99,321;170,000;179,400;99,540;136,6;136,5;127,5;111;111,5129596;221,999;223,0249146;83,5;83,88587503;71,6;96,6;1,63477;109,3885;159,9985;1,45121;1388,876;1750,325;1,21;31,67;10541,93;107,8;55,8;58,7;54,4;44,9;151,062;44,813
3\1\2000;103,2822;102,7666;101,8743;98,4869;99,8817;97,9677;112,6755;103,9489;103,8759;107,2685;104,2989;85,3094;98,2904;59,5;81,1243;15,11;17,28;14,18;15,16200568;17,3394744;14,2288048;110641;24705;512,8;6811;17302;10870;6432;106669;26185;5971,1;15219,6;7672;20733;88;1,151;136701;134022;4;12,7;2780;1781;1312;666;646;40,9;4,7;1651;1604;150;312;793;349;5,85;5,69;5,85;6,22;6,5;6,26;7,681739;8,367391;0,16;0,53;0,57;1,421739;2,107391;1108,2;4414,8;4700,5;571659;40726;40547;1017,4;940073,8;99,657;100,497;99,726;99,44;171,000;180,000;99,743;137,3;137,4;128,4;113,2;113,4916736;225,7139;226,2954794;86,9;87,12390844;78,7;97,14;1,663617;106,3074;157,99;1,460774;1442,213;1820,75;1,18;30,18;10483,39;101,7;54,9;56,2;54,3;47,5;154,302;48,28
4\1\2000;103,9318;103,6726;102,8026;99,4221;101,1918;98,7555;113,9831;104,2568;104,4248;107,4662;104,928;90,2535;95,7935;58,1;81,2669;15,18;17,39;14,24;15,23438676;17,45230473;14,29101894;110858;24688;516,7;6794;17298;10867;6431;106972;26257;5959,2;15298,1;7667;20802;89;1,204;137270;134806;3,8;12,4;2510;1845;1261;662;599;41;4,8;1597;1626;142;377;697;410;6,02;5,66;5,81;6,15;6,26;5,99;7,642632;8,402105;0,15;0,49;0,33;1,652632;2,412105;1113,5;4462,7;4751,6;572228;40525;40221;1025,9;946531,9;99,643;100,334;99,438;99,593;170,900;180,300;99,834;136,9;136,9;128,3;111,3;111,4850652;227,7816;228,1603462;69,6;69,71572811;71,2;97,69;1,66565;105,627;158,2345;1,468875;1461,355;1821,861;1,14;30,3;10944,31;103,7;54,7;55,4;55,4;46,1;156,372;49,778
5\1\2000;104,1391;103,7883;103,0841;99,5998;100,9039;99,1234;114,6934;104,5857;104,753;107,0517;104,8022;95,4826;96,3182;56,4;80,8296;15,17;17,38;14,22;15,21595218;17,43264659;14,26307448;110738;24647;519,7;6770;17279;10871;6408;107238;26191;5945,8;15252,2;7666;21147;83;1,069;136630;134144;4;12,6;2564;1911;1325;683;643;40,7;4,7;1543;1575;157;329;727;362;6,27;5,79;6,1;6,33;6,69;6,44;7,988636;8,900455;0,31;0,54;0,65;1,548636;2,460455;1105,8;4459,6;4746,1;573612;40653;40291;1041,1;953593,3;99,698;100,479;99,424;99,663;171,200;180,700;99,892;137;136,9;128,2;115,1;115,2244424;233,6791;233,9317463;79,6;79,68606095;65,7;100,95;1,719009;108,3205;150,8964;1,495736;1418,48;1756,189;1,17;29,01;10580,27;104,8;53,2;51,5;55,4;46,9;151,666;48,515
6\1\2000;104,2578;103,8523;103,2583;99,7261;100,6038;99,4218;114,9084;104,777;105,6444;106,6179;105,027;95,3298;96,6191;53,4;80,6701;15,21;17,38;14,29;15,21136902;17,38156434;14,29128622;110952;24674;519;6778;17298;10909;6389;107165;26205;5944,7;15257,1;7671;20887;82;1,063;136940;134528;4;12,3;2579;1753;1242;616;627;40,7;4,6;1572;1559;143;294;746;376;6,53;5,69;5,97;6,17;6,3;6,1;7,668636;8,482273;0,28;0,48;0,41;1,568636;2,382273;1103,3;4473,2;4759,9;575564;40050;39571;1052,0;970577,4;99,991;100,197;100,289;99,797;172,200;181,100;99,890;138,1;138,4;129,3;124,8;124,9374312;229,9141;230,167284;89,8;89,89888878;62,9;98,33;1,642045;106,1255;150,9245;1,477045;1461,959;1809,9;1,12;29,27;10582,93;100,8;51,4;50;54,5;47;152,833;55,104
7\1\2000;104,0187;103,8076;103,1171;98,9314;97,9328;99,3752;116,1493;104,2806;105,8258;105,3218;105,0061;92,943;95,9273;53,7;80,3314;15,26;17,49;14,31;15,23516668;17,46153769;14,28671266;111135;24716;520,4;6794;17321;10928;6393;107286;26232;5934,1;15285;7669;20867;82;1,058;136531;134196;4;13,4;2498;1824;1343;645;698;40,9;4,7;1542;1463;146;319;636;362;6,54;5,96;6;6,08;6,18;6,05;7,6455;8,3465;0,04;0,12;0,09;1,5955;2,2965;1103;4504,3;4773,4;576939;40029;39459;1061,4;982029,7;100,163;99,955;100,575;100,004;172,700;181,500;99,990;138,2;138,3;129,6;122,1;122,1122112;219,6605;219,6824682;83,3;83,30833083;63,4;99,12;1,651905;108,2115;150,7595;1,477785;1473,003;1819,63;1,1;28,83;10662,95;104,5;52,5;52;53,9;48,5;150,982;49,265
8\1\2000;103,7945;103,5334;102,873;98,8208;98,7867;98,8792;115,7423;104,1226;105,3152;104,3429;104,4532;94,7316;96,43;49,7;79,5944;15,32;17,56;14,36;15,30821268;17,5464892;14,34895131;111168;24682;521,2;6796;17286;10911;6375;107323;26248;5924,4;15298,4;7680;20837;77;0,975;136662;134311;4,1;12,9;2550;1893;1394;685;709;40,6;4,6;1552;1541;143;297;706;395;6,5;6,09;6,07;6,18;6,06;5,83;7,546957;8,255217;-0,02;0,09;-0,26;1,716957;2,425217;1100,4;4547,5;4807;577873;39821;39243;1066,1;993840,3;100,077;99,546;100,112;100,175;172,700;181,900;100,048;137,9;138;129,3;117,6;117,5435791;217,2839;217,1796538;89,3;89,25715656;58,1;100,86;1,714865;108,0804;148,8913;1,482813;1485,458;1808,089;1,09;28,89;11014,51;104;49,9;50;53,5;47,1;149,758;49,904
9\1\2000;104,2766;104,1694;103,7672;99,9388;99,8331;100,0211;116,9357;104,399;105,7519;104,2976;104,928;97,6333;98,4034;51,5;79,6482;15,36;17,62;14,4;15,28708063;17,5363516;14,33163809;111392;24638;525,8;6807;17226;10871;6355;107489;26240;5909,9;15315,7;7699;20735;79;1,041;136893;134489;3,9;12,2;2571;1746;1290;644;646;40,5;4,5;1570;1507;153;307;660;387;6,52;6;5,98;6,13;5,93;5,8;7,6235;8,346;-0,02;0,13;-0,2;1,8235;2,546;1099,1;4592,5;4838,6;578394;39561;39084;1066,5;1004146;100,477;99,645;100,999;100,402;173,600;182,300;100,257;139;139,4;130,3;125,6;125,2780354;220,603;220,0375036;97,4;97,15032367;58,4;102,6;1,758625;106,8375;143,355;1,48643;1468,054;1765,88;1,1;27,96;10967,87;103,4;49,7;48,9;49,6;45,9;152,935;53,833
10\1\2000;103,8517;103,6406;103,1835;98,7994;98,1008;99,1064;117,1262;104,1127;105,2396;104,3608;104,524;95,9498;95,6656;49,3;79,0415;15,45;17,68;14,48;15,36946401;17,58783972;14,40452031;111373;24636;528,8;6814;17215;10873;6342;107480;26261;5909;15322,7;7712;20743;78;1,045;137088;134808;3,9;12,7;2497;1724;1337;710;627;40,7;4,6;1577;1549;173;322;715;339;6,51;6,11;6,04;6,01;5,78;5,74;7,548571;8,341429;-0,07;-0,1;-0,37;1,808571;2,601429;1098,7;4614,4;4857;580379;39394;38975;1070,7;1014943;100,524;99,421;100,827;100,615;173,900;182,600;100,325;139,5;140;130,7;130,2;129,7782208;223,9868;223,2612011;93,1;92,79840518;57,7;104,25;1,774548;108,4429;145,0648;1,512476;1390,144;1662,946;1,15;26,51;10440,96;100,7;48,7;48,4;51,1;45,9;149,577;46,971
11\1\2000;103,8658;103,8763;103,471;99,1962;96,1002;100,4219;116,777;103,8281;104,5651;103,3259;104,1862;100,5061;97,733;50,1;78,4939;15,49;17,77;14,52;15,38385143;17,64822723;14,42049856;111587;24623;526,5;6817;17202;10878;6324;107724;26288;5903,2;15340,2;7726;20760;75;0,986;137322;134921;3,9;12,4;2512;1790;1315;723;593;40,5;4,5;1614;1551;149;314;676;412;6,51;6,17;6,06;6,09;5,7;5,72;7,45381;8,279048;-0,11;-0,08;-0,45;1,73381;2,559048;1092,4;4625,0;4865,5;582062;39404;39121;1074,4;1025149;100,69;99,498;100,957;100,821;174,200;183,100;100,493;140,2;140,9;130,7;129,1;128,4666594;223,101;222,0065079;98,8;98,31530554;58,1;105,06;1,777876;109,0095;142,5762;1,542638;1375,037;1637,15;1,16;26,17;10666,06;101,6;48,5;49,1;50,3;42,8;148,409;49,655
12\1\2000;103,4583;103,7333;103,5279;99,6206;94,5284;101,6031;115,7566;103,0625;103,7554;101,7519;103,4699;105,1756;95,5081;42,9;77,6731;15,5;17,78;14,51;15,36981764;17,63066824;14,38813252;111681;24572;526,3;6792;17178;10859;6319;107913;26339;5883,8;15379,9;7743;20804;78;1,026;137614;135194;3,9;12,5;2477;1825;1329;687;642;40;4,2;1543;1532;170;237;694;431;6,4;5,77;5,68;5,6;5,17;5,24;7,212;8,023;-0,09;-0,17;-0,53;1,972;2,783;1087,7;4678,8;4909,4;584928;38717;38507;1078,4;1033973;100,847;99,512;100,932;101,1;174,600;183,300;100,597;140,5;141,2;131,3;141,1;140,2626321;224,99;223,654781;78,8;78,33235584;59,8;103,13;1,68547;112,209;146,2915;1,521875;1330,931;1560,393;1,19;24,67;10652,41;90,7;43,9;42,1;52,8;40,4;149,017;51,331
1\1\2001;102,7055;103,3381;103,0534;98,8356;92,9732;101,1028;115,495;101,8232;102,403;101,465;102,8069;104,1911;95,6338;39,2;76,9051;15,52;17,87;14,48;15,31583985;17,63492643;14,28952069;111634;24543;528,3;6824;17114;10813;6301;107926;26259;5860,2;15360,3;7755;20835;77;0,948;137778;135304;4,2;12,7;2648;1956;1372;696;676;40,3;4,2;1699;1600;125;318;740;417;5,98;5,15;4,95;4,81;4,86;5,16;7,150952;7,928571;-0,2;-0,34;0,01;1,990952;2,768571;1097,7;4769,0;4964,3;588001;37862;37789;1085,7;1044936;101,333;99,433;101,248;101,866;175,600;183,900;100,977;141,7;142,8;132,1;165,6;163,9977421;225,7462;223,5619993;75,4;74,67046951;64,6;101,85;1,630486;116,6719;147,7495;1,5032;1335,632;1565,514;1,16;25,44;10682,74;86,4;42,3;38,4;49,8;41,8;144,918;46,172
2\1\2001;102,1096;102,5745;102,4643;98,1623;92,7682;100,247;114,9082;101,455;101,679;101,0811;102,2046;99,8174;96,7935;38,6;76,1981;15,57;17,89;14,56;15,33778592;17,62318498;14,34284926;111624;24475;531,8;6841;17029;10763;6266;108055;26257;5841,5;15379,2;7776;20906;72;0,877;137612;135291;4,2;12,8;2851;1764;1491;777;714;39,9;4,1;1656;1625;145;326;770;384;5,49;4,88;4,71;4,68;4,89;5,1;7,101053;7,873684;-0,17;-0,2;0,22;2,001053;2,773684;1101,6;4865,1;4999,9;589717;38561;38510;1085,7;1050921;101,514;99,133;101,37;102,176;176,000;184,400;101,205;141,9;143,2;131,8;141,7;140,0128452;224,1332;221,4645521;80,7;79,73914332;55,6;102,96;1,668558;116,2337;145,2511;1,521563;1305,757;1521,367;1,22;25,32;10774,57;80,8;42,1;39,9;50,2;44,2;146,664;46,455
3\1\2001;101,7946;102,3776;102,3541;98,1368;95,1772;99,309;114,0717;100,9768;101,44;99,5232;101,8647;98,0767;96,617;42,6;75,7009;15,62;17,92;14,58;15,37749687;17,64178899;14,35364305;111555;24410;534,8;6862;16939;10693;6246;108090;26210;5821,5;15347,3;7795;20945;67;0,809;137783;135372;4,3;12,8;2681;2059;1521;825;696;40,1;4,1;1659;1590;153;343;706;388;5,31;4,42;4,28;4,3;4,64;4,89;6,978182;7,844091;-0,14;-0,12;0,47;2,088182;2,954091;1109,9;4950,4;5057;592297;38410;38352;1083,8;1058805;101,577;98,846;101,15;102,405;176,100;184,700;101,334;141,2;142,2;131;132,4;130,6570352;226,5786;223,5958316;73,1;72,1376833;49,9;105,38;1,690805;121,505;144,4459;1,558741;1185,855;1371,649;1,33;23,12;10081,32;83,9;43,1;41,5;47,7;43,7;144,174;46,391
4\1\2001;101,5296;102,0914;102,1652;98,553;95,2444;99,8495;111,8027;100,7397;101,2781;99,3003;101,6184;97,3099;96,563;43,1;75,288;15,62;17,8;14,64;15,33447213;17,47462253;14,37238617;111227;24255;535;6844;16803;10595;6208;107964;26082;5805,4;15256,1;7800;20992;65;0,768;137299;135036;4,4;12,4;2972;1990;1499;787;712;40,1;4,3;1666;1649;179;308;745;417;4,8;3,87;3,85;3,98;4,76;5,14;7,2015;8,0685;-0,02;0,11;1,27;2,0615;2,9285;1114,9;5049,3;5118,4;595486;38414;38363;1081,8;1068906;101,862;98,682;101,642;102,681;176,400;185,100;101,561;142;143,1;130,9;133;130,9557803;226,6555;223,1717884;74,5;73,35492955;48;106,82;1,71311;123,771;143,4771;1,557767;1189,841;1371,662;1,32;23,3;10234,52;82,2;42,7;45,5;47,2;39,7;141,484;42,51
5\1\2001;100,7886;101,4692;101,5715;98,4466;96,0567;99,4031;109,6744;99,8324;100,255;98,1494;100,8172;94,0804;97,7018;43,1;74,4814;15,71;17,93;14,69;15,37512968;17,54780873;14,37687173;111146;24120;535,3;6849;16662;10489;6173;108055;26071;5790;15261,4;7809;21029;60;0,714;137092;134735;4,3;12,1;2701;2045;1502;877;624;40;4;1665;1605;127;348;714;416;4,21;3,62;3,62;3,78;4,93;5,39;7,288636;8,071818;0;0,16;1,77;1,898636;2,681818;1119,5;5103,4;5122;598724;38563;38350;1078,1;1075155;102,178;98,269;102,315;102,978;177,300;185,300;101,619;142,3;143,6;131,1;130,5;128,4208662;229,8095;226,1481613;77,7;76,46207894;45,1;106,97;1,752782;121,7682;142,65;1,54105;1270,373;1471,556;1,23;25,85;11004,96;85,4;41,3;44,9;45,4;38,2;145,743;43,901
6\1\2001;100,1489;101,0588;101,2455;98,2772;95,402;99,4079;108,6153;98,8715;99,1214;97,1843;100,1288;93,3202;98,1972;45,3;73,7779;15,77;17,99;14,74;15,40084182;17,56887409;14,39495298;110910;23966;535,4;6840;16516;10384;6132;108081;26027;5770,3;15256,8;7811;21137;58;0,652;136873;134755;4,5;12,7;2808;2025;1532;822;710;40;4;1626;1636;134;339;768;395;3,97;3,49;3,45;3,58;4,81;5,28;7,177619;7,974762;-0,04;0,09;1,79;1,897619;2,694762;1126,5;5181,9;5161,3;601780;38697;38468;1068,3;1081758;102,397;98,156;102,405;103,332;177,700;186,000;101,883;141,8;142,8;130,9;119,9;117,6840101;232,0181;227,7299451;77;75,57688721;42,8;107,92;1,785624;122,351;140,201;1,524538;1238,716;1430,001;1,27;27,06;10767,2;86,9;43,2;47,8;47,1;39,9;142,85;42,876
7\1\2001;99,7063;100,7358;100,8115;97,9934;96,2119;98,7283;107,5778;98,2593;98,4742;97,1977;99,7917;93,8528;98,1669;47;73,3541;15,81;17,98;14,8;15,44518474;17,56511205;14,45849046;110737;23833;536,4;6845;16378;10281;6097;108089;25966;5761,1;15206,1;7799;21185;57;0,653;137071;134858;4,6;12,9;2642;2187;1653;951;702;40,2;4,1;1598;1670;167;319;790;394;3,77;3,51;3,45;3,62;4,76;5,24;7,134286;7,97;-0,06;0,11;1,73;1,894286;2,73;1139,7;5237,9;5194,6;607804;39399;39116;1062,8;1088754;102,362;98,3;101,763;103,557;177,400;186,400;102,167;140,1;140,6;129,4;113,3;110,8968649;235,1986;230,2099504;72,8;71,25588497;39,9;108,12;1,757014;124,4981;141,4757;1,53079;1204,453;1385,695;1,3;26,48;10444,5;88,4;43,5;49,2;46,8;37,1;142,496;40,476
8\1\2001;99,3386;100,0647;100,1414;97,8599;94,7707;99,0739;105,5142;98,3154;97,8694;97,5791;99,0835;97,1225;96,7889;51,8;72,6766;15,86;18,04;14,85;15,49070167;17,61994062;14,50421941;110544;23660;534,5;6827;16225;10188;6037;108102;25953;5753,7;15205,5;7824;21218;53;0,558;136241;133944;4,9;13,3;2966;2187;1861;1004;857;39,8;3,9;1615;1567;156;351;681;379;3,65;3,36;3,29;3,47;4,57;4,97;7,020435;7,848696;-0,07;0,11;1,61;2,050435;2,878696;1149,7;5260,4;5224,7;615522;39953;39770;1054,4;1097692;102,384;97,836;101,455;103,851;177,400;186,700;102,256;140,7;141,3;129,1;112,3;109,8224065;235,9922;230,7856752;72,6;70,99827883;35;105,54;1,680761;121,367;143,7183;1,539857;1178,51;1357,399;1,34;25,93;10314,68;85,2;46,3;54,3;46,7;37,6;144,172;40,993
